Date,02T,03T,05T,10T,11T,12T,59T,61T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T
9/20/2016,N/A,54,36,32,N/A,42,31,N/A,77,45,N/A,75,45,32,26,33,40,N/A,27,N/A,N/A,44,88,34,23,N/A,26,24,22,30,30,28,31,33,30,24,29,34,23,25,19,16,N/A,36,21,21,16,34,15,16,23,18,28,18,25,N/A,23,23,15,N/A,23
9/21/2016,N/A,46,27,17,N/A,27,24,N/A,57,31,N/A,54,31,24,17,26,24,N/A,38,N/A,20,38,100,28,34,N/A,22,33,18,30,27,31,25,33,31,33,23,34,29,20,20,16,36,30,26,24,15,39,33,20,37,26,28,24,38,N/A,N/A,29,36,32,16
9/22/2016,N/A,51,35,26,N/A,31,31,N/A,79,40,N/A,62,40,37,21,31,30,N/A,32,N/A,31,45,148,42,24,N/A,28,29,15,31,38,38,35,51,45,45,34,65,38,35,19,15,47,53,24,23,15,35,40,31,47,35,39,43,45,N/A,44,32,38,N/A,29
9/23/2016,N/A,51,29,23,N/A,37,33,N/A,81,44,N/A,76,48,35,23,40,36,N/A,43,N/A,N/A,49,111,30,24,N/A,21,N/A,20,24,29,30,18,45,49,40,34,53,34,26,25,22,38,35,19,29,20,35,39,35,47,34,40,43,29,49,43,35,30,34,26
9/24/2016,N/A,40,35,32,N/A,42,32,36,82,46,N/A,68,40,26,27,27,27,N/A,32,N/A,N/A,48,124,30,N/A,N/A,21,N/A,24,37,36,31,23,36,43,31,24,38,23,15,21,33,13,27,26,34,29,46,36,28,25,25,31,24,19,29,42,23,26,N/A,17
9/25/2016,N/A,23,21,19,N/A,24,20,18,N/A,26,N/A,57,27,24,16,13,16,N/A,37,N/A,16,36,70,26,N/A,N/A,23,N/A,19,21,18,28,20,31,34,23,N/A,22,15,24,33,30,12,31,26,37,26,44,19,22,17,14,20,16,23,21,32,24,11,N/A,23
9/26/2016,N/A,35,27,19,N/A,34,23,N/A,N/A,35,N/A,54,38,30,17,27,26,N/A,24,N/A,16,34,105,28,N/A,N/A,27,N/A,N/A,24,25,26,26,28,23,16,16,19,14,20,27,33,25,38,23,42,27,49,17,16,16,13,17,14,25,22,22,25,7,N/A,24
9/27/2016,N/A,36,22,16,N/A,22,17,N/A,N/A,27,N/A,49,29,26,N/A,22,21,N/A,21,N/A,14,32,88,24,16,N/A,32,N/A,21,32,25,29,29,27,25,15,N/A,26,17,18,25,24,17,36,22,37,28,42,19,N/A,22,15,22,17,15,27,20,33,10,N/A,21
9/28/2016,N/A,33,23,14,N/A,18,20,N/A,N/A,30,N/A,35,27,23,N/A,20,18,N/A,26,N/A,16,33,59,20,16,N/A,15,N/A,15,23,18,23,22,32,30,20,13,32,20,26,32,27,21,28,20,35,26,36,21,N/A,19,21,23,23,21,30,27,20,9,12,20
9/29/2016,N/A,25,20,21,N/A,28,18,19,N/A,31,N/A,45,30,27,N/A,18,20,N/A,21,N/A,23,37,70,N/A,17,N/A,23,16,29,27,23,28,20,28,30,25,17,N/A,20,41,32,17,20,43,15,26,24,36,18,N/A,18,22,23,17,23,22,25,28,8,17,23
9/30/2016,N/A,29,19,17,N/A,21,23,17,N/A,30,N/A,61,26,31,N/A,19,19,36,25,N/A,18,36,89,31,18,N/A,24,20,37,27,24,33,25,34,31,28,28,32,22,40,31,27,18,42,23,34,25,38,22,16,19,22,26,N/A,30,27,25,25,9,18,25
10/1/2016,N/A,37,21,22,N/A,18,16,21,N/A,33,N/A,48,29,21,N/A,23,17,30,30,N/A,21,42,137,39,15,N/A,32,42,57,36,26,35,30,29,28,21,21,31,22,N/A,29,31,27,41,22,38,24,40,22,17,15,16,25,N/A,26,29,28,29,8,16,N/A
10/2/2016,N/A,30,27,24,N/A,N/A,26,N/A,N/A,39,N/A,60,33,36,N/A,24,24,38,41,N/A,32,47,148,45,13,N/A,29,26,49,29,24,33,24,27,26,9,21,22,18,31,21,18,30,42,29,29,18,41,20,14,14,18,21,16,27,29,25,28,11,13,N/A
10/3/2016,N/A,31,25,19,N/A,22,20,20,N/A,27,N/A,44,30,27,N/A,22,23,49,34,N/A,20,35,119,30,16,N/A,26,26,43,28,26,35,28,28,32,19,17,27,16,23,22,15,N/A,43,20,27,12,35,27,15,21,20,23,15,34,34,N/A,35,14,8,N/A
10/4/2016,N/A,35,26,24,N/A,33,23,22,N/A,36,N/A,69,35,32,N/A,N/A,25,52,31,N/A,N/A,42,106,25,18,N/A,26,30,48,N/A,29,33,31,25,28,19,17,29,18,36,25,26,N/A,44,24,30,16,N/A,39,18,26,15,29,16,22,30,N/A,28,16,6,24
10/5/2016,N/A,46,36,26,N/A,39,30,26,78,41,N/A,75,42,44,N/A,N/A,34,62,39,N/A,N/A,44,121,39,20,N/A,27,20,34,N/A,35,33,29,30,28,17,18,33,29,21,21,16,N/A,40,23,23,14,33,20,20,24,21,22,21,20,38,N/A,27,13,11,28
10/6/2016,N/A,N/A,32,30,N/A,29,28,26,74,37,N/A,63,28,29,N/A,N/A,23,41,37,N/A,N/A,43,153,35,19,N/A,29,22,45,N/A,25,33,24,24,24,18,14,31,21,26,22,22,N/A,34,25,15,8,39,14,15,21,20,18,8,27,24,27,26,9,18,22
10/7/2016,N/A,N/A,31,24,N/A,20,21,23,63,34,N/A,48,25,26,N/A,N/A,21,40,24,N/A,N/A,37,134,32,18,N/A,35,24,44,N/A,19,29,24,26,26,28,22,36,21,17,26,30,N/A,35,27,14,7,38,21,13,31,21,30,16,28,34,30,32,15,21,33
10/8/2016,N/A,84,27,20,N/A,22,19,18,62,29,N/A,55,26,27,N/A,N/A,25,45,33,N/A,N/A,40,128,34,19,N/A,22,20,34,N/A,20,24,22,27,30,20,19,36,18,30,30,30,N/A,32,19,18,10,45,21,12,32,23,32,20,17,36,32,23,N/A,19,22
10/9/2016,N/A,54,26,21,N/A,20,21,N/A,62,32,N/A,60,26,23,N/A,N/A,23,35,28,N/A,N/A,37,125,41,17,N/A,21,19,42,N/A,19,21,20,28,34,26,21,39,18,27,34,26,N/A,40,20,18,10,47,25,15,29,21,28,19,22,34,39,28,N/A,18,33
10/10/2016,N/A,76,30,27,N/A,24,20,N/A,68,37,N/A,49,29,27,N/A,N/A,25,39,44,N/A,N/A,41,169,37,16,N/A,37,22,41,N/A,27,39,35,31,30,18,19,31,18,37,33,18,N/A,60,30,22,17,39,23,13,37,19,22,19,34,39,35,39,N/A,17,40
10/11/2016,N/A,57,44,35,24,38,37,N/A,83,51,N/A,82,43,44,N/A,N/A,35,60,33,N/A,N/A,57,177,53,22,N/A,41,45,48,N/A,36,36,34,31,30,22,22,30,20,38,36,18,N/A,80,42,22,19,38,26,15,38,21,25,21,39,44,33,34,N/A,29,40
10/12/2016,N/A,59,43,42,31,49,41,40,91,N/A,N/A,95,50,39,24,N/A,40,66,46,N/A,N/A,62,201,65,31,N/A,39,50,40,38,51,43,52,21,14,19,20,25,19,30,38,20,N/A,N/A,40,21,N/A,43,17,17,24,14,21,14,43,40,22,38,N/A,22,41
10/13/2016,N/A,86,64,57,38,57,52,54,106,N/A,N/A,101,69,64,41,N/A,57,77,40,N/A,48,78,226,66,37,N/A,35,57,41,38,53,39,52,31,30,30,28,46,34,37,N/A,N/A,N/A,N/A,39,27,N/A,39,24,18,33,26,32,23,48,37,34,40,N/A,32,36
10/14/2016,N/A,73,56,51,N/A,51,52,N/A,98,N/A,N/A,93,65,46,33,N/A,45,71,N/A,N/A,44,68,151,44,38,N/A,34,42,30,N/A,44,36,43,41,36,N/A,31,52,36,43,23,N/A,N/A,N/A,31,22,N/A,35,27,26,30,37,35,28,48,36,30,32,19,36,28
10/15/2016,N/A,69,51,34,23,53,35,N/A,84,N/A,N/A,80,62,41,N/A,N/A,49,67,54,N/A,20,53,133,40,36,N/A,35,39,25,N/A,49,32,42,27,21,N/A,18,31,28,27,26,N/A,N/A,N/A,25,23,12,41,24,21,22,27,23,24,36,24,23,38,11,35,38
10/16/2016,N/A,51,35,29,27,28,29,N/A,68,N/A,N/A,76,35,31,N/A,N/A,27,46,45,N/A,28,45,86,31,25,N/A,38,44,32,N/A,38,30,35,20,16,N/A,17,23,19,20,21,N/A,N/A,N/A,22,26,15,41,16,16,19,16,13,17,28,18,17,31,6,15,24
10/17/2016,N/A,60,41,36,28,40,34,N/A,90,N/A,N/A,96,47,43,N/A,N/A,38,58,33,N/A,31,47,138,42,26,N/A,20,28,20,N/A,29,21,32,26,25,18,19,30,25,25,20,N/A,N/A,N/A,21,23,11,37,27,15,26,24,23,18,37,40,25,35,17,22,28
10/18/2016,N/A,78,62,57,55,71,62,N/A,N/A,80,N/A,107,74,63,51,N/A,55,71,34,N/A,45,74,142,44,42,N/A,31,37,40,N/A,50,38,45,34,35,30,19,41,32,33,22,15,N/A,N/A,31,22,9,35,27,21,29,28,28,31,50,34,27,35,22,38,38
10/19/2016,N/A,40,33,40,36,55,39,N/A,N/A,43,N/A,83,47,45,46,N/A,32,46,48,N/A,55,69,165,53,47,42,31,27,34,N/A,42,45,41,41,38,32,24,48,34,52,15,13,N/A,N/A,24,22,9,31,31,21,34,32,35,34,37,36,28,32,18,36,45
10/20/2016,N/A,30,17,24,21,27,24,N/A,N/A,30,N/A,59,33,25,19,N/A,21,34,30,N/A,29,43,103,37,23,27,21,23,27,15,24,27,21,41,41,31,22,46,31,53,25,17,N/A,N/A,14,20,16,39,31,17,36,26,33,31,24,30,27,28,18,33,26
10/21/2016,N/A,35,23,24,18,21,23,N/A,N/A,34,N/A,62,33,29,26,N/A,24,42,15,N/A,19,39,56,31,25,28,26,30,26,20,24,29,28,38,41,35,23,47,31,32,22,11,N/A,34,25,19,20,40,30,18,44,25,36,52,27,31,34,36,18,25,34
10/22/2016,N/A,37,27,15,22,23,22,N/A,N/A,37,N/A,63,34,33,27,N/A,24,36,18,N/A,N/A,41,61,36,21,27,23,28,14,19,20,33,15,32,33,33,26,44,34,28,14,13,N/A,35,27,34,16,33,23,13,28,26,32,46,22,31,26,23,18,24,38
10/23/2016,N/A,32,25,22,16,21,19,N/A,N/A,37,N/A,62,35,25,22,N/A,23,35,21,N/A,N/A,34,69,35,25,27,25,28,17,17,20,35,23,30,30,22,20,37,26,19,17,9,N/A,N/A,34,25,15,31,26,12,N/A,26,25,57,26,28,30,24,16,23,35
10/24/2016,N/A,44,35,37,23,37,32,N/A,N/A,46,N/A,68,45,34,33,N/A,31,45,27,N/A,27,52,87,44,37,38,30,43,22,30,38,37,40,33,32,28,20,31,28,32,19,15,N/A,N/A,49,19,11,33,21,17,23,23,23,45,38,20,24,29,13,32,38
10/25/2016,N/A,47,40,26,26,47,27,N/A,N/A,43,N/A,86,48,39,31,N/A,36,52,39,N/A,21,41,142,37,46,39,35,62,27,40,56,52,55,28,21,15,21,25,23,37,37,25,N/A,N/A,41,39,20,52,22,19,17,19,14,25,40,N/A,27,41,13,27,30
10/26/2016,N/A,41,31,20,26,41,29,24,N/A,38,N/A,79,42,34,20,N/A,28,49,43,N/A,20,41,149,45,32,37,20,35,N/A,22,26,28,33,27,26,17,22,26,21,28,52,42,N/A,N/A,29,44,31,60,17,19,14,16,19,13,32,N/A,22,33,11,26,27
10/27/2016,25,42,29,22,26,29,23,26,N/A,37,N/A,80,39,28,13,N/A,25,56,30,N/A,N/A,45,157,39,20,39,15,35,15,17,19,21,31,29,25,18,22,27,22,27,51,21,N/A,N/A,20,37,40,70,19,19,22,20,14,13,38,N/A,22,27,11,25,19
10/28/2016,32,56,38,29,26,38,27,30,N/A,45,N/A,63,47,30,20,N/A,29,56,36,N/A,N/A,47,162,44,23,49,30,49,21,33,37,39,44,29,25,19,20,30,24,30,39,30,N/A,N/A,30,35,34,59,25,15,22,18,20,23,28,25,23,30,9,28,25
10/29/2016,29,50,35,22,20,32,24,23,N/A,39,N/A,73,40,20,11,29,25,49,34,N/A,N/A,42,117,33,24,46,28,42,19,27,22,38,30,24,24,17,17,34,24,23,18,N/A,N/A,39,18,16,13,32,15,9,20,17,20,10,21,27,16,45,12,22,21
10/30/2016,26,36,24,18,17,28,20,18,N/A,32,N/A,63,34,24,N/A,23,21,45,37,N/A,18,38,108,34,21,31,16,25,17,14,18,23,17,26,25,24,19,N/A,27,25,19,7,N/A,37,15,10,4,28,19,16,17,23,10,13,27,25,28,27,13,34,20
10/31/2016,24,41,25,19,19,34,25,22,N/A,30,N/A,72,36,26,20,23,24,49,29,N/A,15,38,98,34,23,45,16,34,18,21,17,28,29,32,26,24,20,26,27,26,15,6,N/A,40,17,16,6,38,22,22,22,27,15,22,32,23,19,20,12,39,20
11/1/2016,N/A,40,24,25,18,45,24,24,N/A,32,N/A,71,41,32,26,24,29,48,28,N/A,18,42,111,27,29,52,17,32,19,19,27,26,23,29,24,23,22,27,24,25,23,13,N/A,33,19,20,11,43,18,16,18,21,21,18,27,20,20,23,9,43,21
11/2/2016,N/A,35,29,19,18,N/A,23,21,N/A,27,N/A,55,38,34,15,19,21,42,34,N/A,26,48,82,36,36,45,25,31,18,N/A,23,32,29,26,23,20,23,18,20,30,N/A,15,N/A,40,25,20,20,42,16,16,18,23,18,14,37,29,23,31,12,36,26
11/3/2016,N/A,61,36,28,15,N/A,34,37,N/A,48,N/A,80,50,33,23,33,30,58,32,N/A,27,49,82,38,35,64,31,34,20,N/A,25,45,28,27,21,22,18,28,23,36,N/A,5,N/A,40,24,23,16,37,19,17,20,24,27,23,33,25,23,26,14,46,26
11/4/2016,N/A,74,55,44,28,61,46,49,N/A,59,N/A,99,68,49,27,53,46,74,31,N/A,36,N/A,118,37,45,77,38,37,21,29,35,48,39,29,26,24,24,28,25,43,N/A,8,N/A,43,22,19,7,32,19,N/A,24,27,27,22,46,28,19,33,13,68,25
11/5/2016,55,89,80,75,32,79,56,68,N/A,81,N/A,108,88,58,47,70,66,98,53,N/A,61,N/A,169,58,41,87,41,65,28,42,46,51,57,34,32,31,21,32,28,53,30,7,N/A,71,38,21,14,42,25,N/A,24,27,25,22,40,29,31,41,11,58,35
11/6/2016,72,95,84,90,45,89,71,78,N/A,98,N/A,123,100,76,66,84,78,115,59,N/A,87,N/A,137,66,58,85,53,85,30,54,73,61,80,33,35,31,21,34,27,57,29,5,N/A,66,46,20,N/A,41,28,N/A,26,27,29,18,44,34,36,49,13,63,42
11/7/2016,82,92,64,75,58,91,75,68,N/A,106,N/A,109,80,91,92,49,57,82,84,N/A,63,N/A,160,56,44,82,43,71,27,48,49,60,63,37,37,30,25,30,28,56,24,14,N/A,65,50,22,11,49,27,N/A,34,30,27,23,50,22,38,33,17,69,40
11/8/2016,30,30,28,30,30,44,29,31,N/A,37,N/A,66,40,38,33,20,25,N/A,56,N/A,24,N/A,92,38,47,29,30,40,18,N/A,30,45,40,32,26,18,16,21,20,36,29,13,N/A,35,22,19,14,58,17,N/A,19,19,N/A,13,42,13,18,31,7,38,33
11/9/2016,31,42,36,33,30,44,33,36,N/A,44,N/A,78,49,40,15,30,32,66,N/A,N/A,21,N/A,158,37,37,34,35,34,16,N/A,36,33,44,20,19,17,16,22,18,39,27,9,N/A,36,23,17,9,48,15,N/A,18,16,N/A,10,33,13,N/A,25,8,21,22
11/10/2016,45,47,34,30,26,60,29,30,N/A,46,N/A,73,51,37,23,33,35,72,38,N/A,26,N/A,136,40,48,53,36,43,21,28,37,38,30,24,24,25,20,27,26,36,23,9,N/A,32,15,20,14,43,17,N/A,19,16,N/A,9,38,15,22,26,10,31,23
11/11/2016,32,50,30,26,19,43,33,29,N/A,40,N/A,62,45,38,17,28,26,57,35,N/A,30,N/A,98,42,41,70,38,57,24,39,25,37,36,18,18,14,17,20,21,36,28,5,N/A,32,22,22,19,37,14,N/A,19,14,N/A,11,27,22,23,36,12,26,22
11/12/2016,41,N/A,41,32,24,45,40,36,N/A,58,N/A,80,53,38,25,42,35,62,45,N/A,30,63,134,47,40,80,32,45,22,35,14,34,37,30,N/A,21,19,30,19,38,31,12,N/A,56,26,28,21,39,20,9,23,16,N/A,18,35,18,16,38,13,49,31
11/13/2016,32,N/A,28,28,17,34,32,32,N/A,38,N/A,60,42,37,32,28,25,49,39,N/A,31,54,115,41,33,60,32,52,25,34,18,30,39,31,38,25,20,33,22,40,34,9,N/A,48,21,29,23,41,20,10,24,20,N/A,17,39,19,25,34,10,46,32
11/14/2016,65,N/A,43,N/A,26,55,42,42,N/A,69,N/A,104,57,54,30,48,42,75,50,N/A,N/A,76,182,43,38,63,47,59,28,35,42,55,40,34,35,24,20,34,21,41,43,10,N/A,60,26,27,26,40,24,12,23,24,N/A,26,30,23,33,39,11,62,29
11/15/2016,N/A,N/A,38,N/A,23,63,34,33,N/A,62,N/A,80,60,44,61,46,37,68,42,N/A,41,53,146,59,41,75,44,61,23,46,53,56,51,33,35,23,20,31,24,53,33,11,N/A,60,27,24,21,44,26,13,19,26,N/A,24,38,25,29,41,11,47,28
11/16/2016,N/A,N/A,45,N/A,17,58,31,31,N/A,45,N/A,61,51,38,29,35,30,61,36,N/A,42,61,110,49,54,66,58,67,26,49,42,50,40,36,38,24,21,28,24,40,35,12,N/A,45,28,23,19,40,23,14,29,27,22,23,40,21,23,46,12,44,28
11/17/2016,39,N/A,49,N/A,21,45,42,45,N/A,56,N/A,59,58,40,26,48,33,66,43,N/A,43,66,117,N/A,46,85,58,57,25,44,40,58,42,40,40,31,16,26,29,47,35,12,N/A,51,N/A,25,21,42,29,17,22,28,26,23,39,23,36,37,13,69,33
11/18/2016,38,N/A,48,N/A,23,59,43,53,N/A,58,N/A,76,55,44,27,49,33,68,63,N/A,44,65,104,48,45,81,57,50,24,40,47,54,47,41,41,28,19,34,28,44,46,12,N/A,55,N/A,22,19,48,28,16,29,29,26,26,41,26,31,28,15,86,33
11/19/2016,45,N/A,43,N/A,27,51,43,39,N/A,65,N/A,72,58,50,37,45,39,71,48,N/A,44,66,141,54,47,78,29,39,23,33,35,36,46,37,38,36,23,31,31,48,34,16,N/A,45,30,18,20,45,26,16,24,31,29,26,39,27,26,39,12,88,41
11/20/2016,39,N/A,52,N/A,25,50,41,N/A,N/A,57,N/A,81,59,50,N/A,45,43,80,38,N/A,39,66,116,43,36,53,22,46,17,34,34,35,44,34,27,29,24,26,33,62,28,6,N/A,45,38,17,N/A,42,21,14,20,34,28,23,26,30,16,39,13,100,32
11/21/2016,53,N/A,66,N/A,32,68,56,N/A,N/A,83,N/A,114,79,58,35,63,56,91,59,N/A,63,82,172,60,46,74,32,72,25,51,49,53,61,34,27,19,20,23,26,42,34,9,N/A,56,27,20,N/A,47,22,16,24,31,35,25,32,26,30,50,15,65,35
11/22/2016,N/A,N/A,55,N/A,29,56,51,N/A,N/A,71,N/A,96,64,50,35,54,44,83,59,N/A,51,79,150,62,46,92,N/A,105,31,76,60,59,53,37,32,29,19,22,27,38,43,8,N/A,53,38,30,N/A,54,24,17,23,33,35,27,43,22,28,53,14,60,40
11/23/2016,N/A,N/A,59,N/A,33,61,61,58,N/A,77,N/A,99,74,60,35,59,55,72,50,N/A,50,81,145,53,50,86,N/A,56,20,39,41,48,45,40,36,28,21,23,31,45,34,9,N/A,54,27,N/A,N/A,62,26,16,25,39,38,26,28,28,30,36,13,74,25
11/24/2016,34,N/A,31,N/A,27,52,29,25,N/A,46,N/A,74,45,42,41,32,30,52,25,N/A,30,45,114,39,45,57,N/A,45,16,33,30,33,33,41,39,37,19,33,39,41,30,9,N/A,28,23,N/A,N/A,42,29,20,31,37,31,28,31,30,35,38,14,64,21
11/25/2016,32,N/A,43,32,21,N/A,36,37,N/A,53,N/A,86,57,46,38,49,39,75,44,N/A,30,56,100,42,39,82,N/A,87,27,46,31,49,43,38,37,N/A,28,35,34,37,34,6,24,22,26,N/A,N/A,38,31,17,26,29,29,32,33,32,40,52,12,58,22
11/26/2016,34,N/A,35,35,18,N/A,31,35,N/A,51,N/A,69,55,43,39,N/A,36,56,25,N/A,37,58,92,41,44,70,35,78,25,50,31,41,35,37,37,N/A,30,37,29,38,32,8,27,33,23,N/A,N/A,46,33,16,28,33,35,30,35,28,30,38,10,50,29
11/27/2016,21,N/A,22,20,12,N/A,19,21,N/A,26,N/A,51,35,28,22,N/A,20,37,22,N/A,34,46,68,36,52,62,20,42,17,27,14,27,26,31,27,N/A,30,31,26,39,36,10,26,21,17,N/A,N/A,N/A,23,14,32,23,32,25,39,23,30,32,17,43,27
11/28/2016,24,N/A,28,24,14,N/A,24,25,N/A,32,N/A,54,45,33,22,N/A,24,46,28,N/A,38,46,83,48,55,54,47,34,19,29,23,34,30,40,39,36,20,25,32,31,30,11,42,44,25,N/A,N/A,N/A,28,22,28,27,29,23,38,35,24,29,13,47,32
11/29/2016,42,N/A,37,34,20,N/A,40,37,N/A,51,N/A,79,55,49,34,N/A,31,57,35,N/A,48,64,97,59,61,80,53,35,20,35,33,49,40,41,41,31,23,33,30,36,35,10,44,58,33,N/A,N/A,23,32,23,39,28,34,23,51,36,47,31,16,50,41
11/30/2016,41,N/A,66,48,25,N/A,51,52,N/A,64,N/A,82,74,47,32,N/A,45,83,35,N/A,45,70,105,49,49,78,55,37,20,33,32,47,39,45,43,20,26,33,37,59,39,11,40,43,36,N/A,N/A,35,31,24,33,36,40,33,34,34,33,N/A,18,55,36
12/1/2016,35,N/A,39,36,19,N/A,41,40,N/A,56,N/A,68,54,48,38,N/A,29,53,30,N/A,48,68,98,50,N/A,87,47,31,17,31,30,55,37,47,45,24,22,32,33,58,35,21,48,49,32,N/A,N/A,22,33,23,29,36,43,30,38,37,39,27,18,61,29
12/2/2016,37,N/A,46,39,21,N/A,45,42,N/A,55,N/A,70,63,46,31,N/A,36,65,41,N/A,47,59,93,50,N/A,67,55,35,19,28,37,50,40,44,42,36,25,34,36,54,21,N/A,41,41,36,N/A,N/A,19,33,24,30,36,45,29,42,37,36,25,18,64,38
12/3/2016,38,N/A,48,44,22,N/A,45,46,N/A,55,N/A,80,62,49,37,48,34,61,47,N/A,44,64,86,53,58,73,36,35,18,37,36,49,39,46,38,33,27,31,30,51,16,N/A,50,49,34,N/A,N/A,18,35,23,24,37,40,29,47,39,37,39,16,59,39
12/4/2016,38,N/A,40,40,22,N/A,42,40,N/A,47,N/A,70,58,52,41,39,32,57,31,N/A,42,61,81,46,57,N/A,40,32,19,34,24,43,33,38,34,N/A,41,36,31,51,22,N/A,43,45,30,N/A,N/A,20,39,19,26,40,43,30,38,35,32,33,14,48,34
12/5/2016,39,N/A,34,38,21,N/A,40,39,N/A,47,N/A,60,48,45,28,29,28,N/A,30,N/A,40,72,60,43,56,N/A,30,34,18,27,26,40,39,36,31,39,36,41,28,58,18,N/A,39,42,36,N/A,N/A,N/A,32,23,20,45,37,34,34,36,24,32,15,44,37
12/6/2016,42,N/A,44,41,21,N/A,42,41,N/A,51,N/A,69,59,52,33,38,33,N/A,36,N/A,54,67,100,55,58,N/A,65,32,21,31,36,52,39,36,34,26,25,41,35,54,19,N/A,60,56,36,N/A,N/A,22,38,23,30,39,35,33,41,50,33,28,26,62,44
12/7/2016,58,N/A,65,57,28,N/A,60,57,N/A,78,N/A,105,80,65,53,57,48,N/A,57,N/A,69,79,128,65,78,N/A,76,45,28,46,53,70,61,52,40,32,34,59,42,93,18,N/A,71,79,52,N/A,N/A,28,47,28,40,48,49,44,61,53,41,50,29,58,59
12/8/2016,64,N/A,84,74,32,N/A,69,76,N/A,93,N/A,146,98,77,63,79,69,N/A,N/A,N/A,68,85,134,62,78,107,71,48,29,52,63,75,81,51,43,60,40,57,47,77,27,N/A,69,75,46,N/A,N/A,24,49,31,43,54,50,50,54,49,33,45,31,94,51
12/9/2016,65,N/A,82,66,32,N/A,66,74,N/A,89,N/A,128,102,68,66,75,62,95,68,N/A,66,87,127,68,76,119,70,71,39,65,58,72,66,48,43,50,40,59,40,86,35,13,69,74,42,N/A,N/A,27,47,27,45,48,53,48,85,51,32,71,27,76,58
12/10/2016,54,N/A,69,69,N/A,N/A,68,70,N/A,86,N/A,123,98,71,75,72,66,93,56,N/A,79,105,151,89,80,134,65,59,30,59,54,71,65,48,44,40,36,46,45,86,16,10,80,96,51,N/A,N/A,27,47,28,39,50,49,43,71,51,41,46,23,77,74
12/11/2016,69,N/A,85,81,N/A,N/A,81,85,N/A,102,N/A,138,99,84,80,77,69,96,59,N/A,83,105,164,79,83,128,72,73,42,71,66,89,82,N/A,50,57,31,45,41,90,41,17,74,94,68,N/A,N/A,40,42,25,36,49,48,42,84,55,44,67,21,88,71
12/12/2016,66,N/A,79,80,N/A,N/A,68,81,N/A,92,N/A,114,88,70,78,70,62,90,77,N/A,91,98,177,82,74,112,87,87,50,84,87,101,91,N/A,54,53,28,49,40,74,46,32,64,78,83,N/A,N/A,51,50,23,32,47,48,48,64,49,56,76,18,83,81
12/13/2016,74,N/A,81,75,N/A,N/A,65,75,N/A,94,N/A,131,84,79,80,68,57,83,93,N/A,91,91,231,92,66,117,109,100,53,86,93,101,98,50,46,37,37,50,46,86,54,49,50,76,85,N/A,N/A,65,52,21,37,53,52,49,70,42,47,64,20,73,104
12/14/2016,61,N/A,73,73,N/A,N/A,72,74,95,83,N/A,124,81,71,75,66,48,89,82,N/A,83,97,167,59,62,121,80,72,59,57,68,77,68,42,34,48,39,47,40,76,52,41,45,62,67,N/A,N/A,70,39,23,31,45,49,39,60,39,35,61,19,67,53
12/15/2016,31,N/A,32,28,N/A,N/A,31,29,87,35,N/A,60,43,42,32,28,23,47,63,N/A,N/A,50,99,41,45,71,38,24,20,22,26,43,29,40,32,53,29,40,36,67,41,22,30,33,26,N/A,N/A,54,41,27,34,34,49,44,34,39,43,25,19,85,25
12/16/2016,25,N/A,30,28,N/A,N/A,29,28,93,36,N/A,51,42,34,21,23,19,41,21,N/A,N/A,50,72,38,32,59,35,19,16,15,20,35,23,34,28,24,18,32,21,53,17,16,25,29,20,N/A,N/A,46,29,33,21,27,32,39,26,29,30,20,N/A,50,26
12/17/2016,32,N/A,44,38,N/A,N/A,44,43,108,54,N/A,85,55,51,38,39,33,55,16,N/A,46,61,89,56,37,70,31,31,26,30,41,46,35,22,18,18,10,16,19,41,21,22,35,39,30,N/A,N/A,41,19,22,10,17,19,21,35,27,32,27,N/A,39,33
12/18/2016,50,N/A,55,54,N/A,N/A,54,57,102,72,N/A,97,72,53,47,53,42,71,25,N/A,60,71,94,56,49,86,40,63,43,52,47,49,51,28,N/A,35,23,24,26,57,20,16,39,58,39,N/A,N/A,33,36,15,23,31,29,28,47,35,34,47,N/A,51,44
12/19/2016,63,N/A,68,61,N/A,N/A,61,64,93,76,N/A,114,77,64,55,67,47,N/A,46,N/A,63,81,134,56,52,100,62,66,54,55,65,68,70,38,N/A,29,24,41,29,62,42,27,49,68,40,N/A,N/A,32,37,19,31,36,37,35,48,39,35,45,N/A,64,48
12/20/2016,54,N/A,71,54,N/A,N/A,62,58,89,N/A,N/A,114,79,78,63,62,51,N/A,79,N/A,79,95,190,84,61,114,78,79,60,N/A,65,82,74,45,42,45,29,41,27,84,42,35,64,77,62,N/A,N/A,23,37,21,32,38,48,33,69,38,53,61,14,82,57
12/21/2016,83,N/A,84,69,N/A,N/A,73,74,101,100,N/A,156,99,86,99,77,66,N/A,N/A,N/A,83,98,189,74,64,135,63,67,51,114,83,76,67,39,38,49,29,42,30,90,29,22,56,70,42,N/A,N/A,19,33,22,30,37,49,36,62,41,37,49,16,69,56
