Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T,79T,80T
9/6/2017,24,17,21,N/A,N/A,18,18,49,38,27,28,46,29,26,N/A,11,18,N/A,22,N/A,60,38,59,25,21,N/A,17,18,19,16,21,26,N/A,29,51,13,N/A,14,20,17,25,8,N/A,N/A,23,21,22,32,21,N/A,17,14,19,17,N/A,N/A,19,33,18,29,27,12,21
9/7/2017,17,16,17,N/A,N/A,15,16,52,31,22,22,48,29,23,N/A,15,20,N/A,28,N/A,66,50,115,28,N/A,N/A,19,19,17,17,25,28,N/A,24,29,11,14,9,16,16,32,14,N/A,N/A,22,22,25,44,18,9,12,10,12,10,N/A,N/A,20,26,13,27,36,22,21
9/8/2017,16,21,27,N/A,N/A,20,25,60,38,23,35,47,29,34,N/A,12,15,N/A,27,N/A,83,60,173,41,N/A,N/A,25,29,17,27,26,45,N/A,26,38,15,14,15,16,21,33,15,N/A,N/A,33,25,31,34,14,6,13,13,15,12,N/A,N/A,18,18,14,21,39,26,18
9/9/2017,16,17,20,N/A,N/A,14,18,50,34,19,25,34,26,27,N/A,14,17,N/A,26,N/A,77,59,153,51,N/A,N/A,27,N/A,20,21,26,37,N/A,27,31,18,14,15,27,40,37,16,N/A,N/A,36,27,26,49,17,10,16,15,17,16,N/A,N/A,18,34,16,24,46,27,17
9/10/2017,22,26,32,N/A,N/A,27,31,37,48,34,37,69,33,35,N/A,15,19,N/A,41,N/A,65,54,107,N/A,N/A,N/A,22,N/A,28,27,27,31,24,30,39,22,13,16,19,23,30,11,N/A,N/A,24,14,16,33,17,25,16,19,15,17,N/A,N/A,18,27,15,24,29,18,16
9/11/2017,36,42,37,N/A,N/A,38,39,56,57,44,52,69,48,44,N/A,33,32,N/A,44,N/A,71,N/A,110,N/A,N/A,N/A,22,N/A,30,27,28,36,32,31,27,20,19,14,20,22,30,15,N/A,N/A,32,11,23,29,25,23,19,17,20,22,N/A,N/A,19,31,18,32,36,18,18
9/12/2017,30,39,43,N/A,N/A,35,43,62,62,41,52,103,44,43,N/A,36,29,N/A,43,N/A,63,N/A,114,N/A,N/A,N/A,24,N/A,27,26,35,39,35,34,38,18,21,N/A,21,24,34,20,N/A,N/A,31,20,29,32,13,18,23,11,23,22,N/A,N/A,13,32,18,38,24,19,24
9/13/2017,32,48,40,N/A,N/A,37,41,93,58,44,54,79,48,39,N/A,47,32,N/A,40,N/A,72,N/A,159,46,N/A,N/A,39,48,38,35,36,50,34,29,33,23,18,N/A,20,30,29,14,N/A,N/A,42,19,20,34,25,19,21,18,23,22,N/A,N/A,18,N/A,17,36,39,21,13
9/14/2017,26,36,33,32,N/A,26,35,74,50,38,46,54,41,31,N/A,35,27,N/A,53,N/A,75,N/A,146,58,N/A,28,45,N/A,38,35,34,52,35,33,33,25,17,14,29,24,27,9,N/A,N/A,45,20,18,36,21,25,21,21,28,24,N/A,N/A,21,N/A,18,36,41,13,13
9/15/2017,19,33,24,37,N/A,28,24,78,42,28,31,53,33,31,N/A,26,25,N/A,34,N/A,59,N/A,90,38,N/A,33,21,N/A,24,21,24,27,23,30,30,24,17,N/A,25,16,22,12,N/A,N/A,N/A,16,14,29,20,18,23,20,23,29,N/A,N/A,14,24,23,34,32,15,12
9/16/2017,17,18,16,N/A,N/A,19,17,41,34,27,24,52,35,22,N/A,20,21,N/A,31,N/A,50,N/A,91,17,N/A,13,18,21,25,N/A,20,19,19,28,42,16,14,14,19,16,17,33,N/A,N/A,16,21,22,27,12,9,14,15,16,N/A,N/A,N/A,12,21,19,26,14,13,13
9/17/2017,12,14,14,20,N/A,13,12,39,24,16,17,33,23,17,N/A,16,14,N/A,19,N/A,47,N/A,99,16,N/A,12,13,N/A,39,N/A,15,19,15,20,34,14,13,11,14,12,22,21,N/A,N/A,19,18,27,32,14,13,15,10,21,15,N/A,N/A,14,19,18,35,14,13,18
9/18/2017,17,25,20,N/A,N/A,16,19,50,44,27,29,42,31,23,N/A,24,17,N/A,41,N/A,52,N/A,64,29,N/A,21,30,N/A,26,25,23,35,17,19,32,13,N/A,16,16,13,29,16,N/A,N/A,30,19,27,40,18,8,17,10,21,16,N/A,N/A,16,22,15,15,36,13,22
9/19/2017,23,32,23,N/A,N/A,21,23,54,43,32,36,49,39,28,N/A,33,28,N/A,42,N/A,68,N/A,150,41,N/A,26,39,25,31,N/A,25,38,26,30,30,15,16,16,19,15,26,14,N/A,N/A,41,18,23,34,18,17,21,14,25,18,N/A,N/A,16,19,17,24,45,15,14
9/20/2017,26,39,29,N/A,N/A,28,28,69,58,49,40,63,51,39,N/A,44,38,N/A,53,N/A,64,N/A,176,46,N/A,42,39,43,34,42,37,43,29,28,30,22,18,N/A,21,15,22,15,N/A,N/A,39,20,17,36,26,17,20,15,22,18,N/A,N/A,14,25,18,24,26,22,16
9/21/2017,N/A,54,40,N/A,N/A,40,43,79,64,55,60,85,64,47,N/A,58,43,N/A,54,N/A,78,N/A,106,42,N/A,47,30,46,27,36,49,41,39,30,32,23,15,22,23,25,22,9,N/A,N/A,27,20,14,26,21,15,19,20,35,22,N/A,N/A,25,33,22,28,19,17,9
9/22/2017,N/A,39,29,N/A,N/A,27,31,68,55,39,42,68,47,44,N/A,42,29,N/A,49,N/A,67,N/A,111,41,N/A,39,19,N/A,31,22,32,32,25,30,39,24,21,17,22,14,14,13,N/A,N/A,26,17,18,34,20,16,17,24,29,18,N/A,N/A,19,21,20,27,24,14,12
9/23/2017,N/A,32,30,N/A,N/A,28,28,63,48,36,40,65,38,28,N/A,34,25,N/A,38,N/A,67,N/A,63,42,N/A,38,15,N/A,22,22,26,30,28,30,36,23,14,22,23,21,17,11,N/A,N/A,21,24,22,39,21,16,22,22,20,22,N/A,N/A,19,21,20,29,17,15,13
9/24/2017,N/A,31,25,N/A,N/A,21,24,59,44,35,35,51,36,28,N/A,29,20,N/A,37,N/A,60,N/A,38,36,N/A,22,19,N/A,17,14,17,27,17,32,50,26,20,17,26,19,17,12,N/A,N/A,27,40,26,28,21,15,22,23,19,22,N/A,N/A,16,15,19,23,23,15,12
9/25/2017,N/A,19,19,N/A,N/A,15,17,56,36,27,26,29,27,25,N/A,17,15,N/A,22,N/A,51,N/A,36,25,N/A,18,15,N/A,24,19,N/A,23,17,36,35,22,22,20,20,20,N/A,12,N/A,N/A,20,24,31,32,24,15,19,21,24,19,N/A,23,19,30,18,25,14,12,15
9/26/2017,N/A,15,20,N/A,N/A,15,19,47,32,24,26,37,27,29,N/A,15,13,N/A,20,N/A,60,N/A,55,26,29,10,13,N/A,23,15,N/A,23,18,26,38,20,18,16,24,19,N/A,N/A,N/A,N/A,32,21,33,31,22,12,19,14,20,17,30,21,17,32,16,22,17,15,15
9/27/2017,N/A,28,29,N/A,N/A,20,26,52,50,33,35,51,34,26,N/A,27,19,N/A,35,N/A,56,N/A,52,33,28,31,22,N/A,23,22,24,29,25,27,31,23,19,17,24,22,21,15,N/A,N/A,30,20,24,36,19,13,18,18,17,18,29,23,26,27,18,27,25,12,16
9/28/2017,N/A,22,17,N/A,N/A,16,18,56,38,26,30,38,36,26,N/A,24,18,N/A,36,N/A,60,N/A,65,40,24,20,26,N/A,35,N/A,26,35,25,34,45,25,18,18,28,15,23,12,N/A,N/A,26,25,25,39,24,15,18,21,24,21,22,N/A,17,30,15,49,25,13,20
9/29/2017,N/A,34,26,N/A,N/A,23,N/A,70,50,34,42,69,42,25,N/A,31,26,N/A,50,N/A,59,N/A,62,N/A,27,39,25,N/A,30,N/A,35,39,34,26,32,N/A,N/A,N/A,18,N/A,21,9,N/A,N/A,N/A,17,17,31,15,16,14,14,21,18,25,N/A,17,31,15,54,27,17,11
9/30/2017,30,41,41,N/A,N/A,34,N/A,77,54,42,53,76,49,36,N/A,38,31,N/A,44,N/A,76,N/A,71,N/A,33,38,25,N/A,27,N/A,25,38,25,30,34,12,18,17,25,N/A,22,11,N/A,N/A,N/A,17,17,24,19,13,13,21,19,20,N/A,N/A,18,36,17,30,19,23,9
10/1/2017,34,37,42,N/A,N/A,38,41,57,59,44,50,73,49,43,N/A,28,24,63,43,N/A,73,N/A,61,N/A,36,21,24,N/A,18,N/A,23,N/A,27,35,37,19,26,19,22,N/A,24,N/A,N/A,N/A,N/A,16,21,35,22,17,20,19,24,21,19,N/A,18,17,19,20,27,32,17
10/2/2017,29,32,30,N/A,N/A,29,30,52,44,34,37,58,45,33,N/A,31,25,54,43,N/A,60,N/A,60,N/A,27,36,19,N/A,28,N/A,25,31,29,34,42,17,17,21,23,N/A,21,N/A,N/A,N/A,N/A,20,19,31,23,16,20,24,22,20,14,N/A,21,38,20,24,27,19,16
10/3/2017,23,33,24,N/A,N/A,20,23,73,44,36,40,55,41,21,N/A,37,26,56,40,N/A,57,N/A,67,N/A,27,39,17,N/A,23,N/A,19,33,19,28,40,15,17,16,N/A,N/A,23,N/A,N/A,N/A,23,24,25,45,16,17,N/A,20,17,N/A,N/A,N/A,16,38,19,21,23,13,22
10/4/2017,18,24,21,N/A,N/A,22,21,56,41,37,30,49,38,31,N/A,24,21,48,33,N/A,51,N/A,84,N/A,25,25,15,N/A,17,N/A,12,25,17,24,46,12,13,N/A,N/A,12,28,N/A,N/A,N/A,23,23,24,36,21,13,N/A,N/A,18,N/A,N/A,N/A,19,18,13,30,22,12,18
10/5/2017,N/A,27,28,31,N/A,22,26,47,41,29,N/A,55,39,30,N/A,26,25,48,30,N/A,57,N/A,70,N/A,31,16,16,N/A,29,N/A,23,24,32,23,34,12,14,N/A,N/A,16,32,N/A,N/A,N/A,20,23,22,32,16,12,11,N/A,16,14,N/A,N/A,15,17,15,21,15,17,18
10/6/2017,N/A,47,43,38,N/A,32,40,76,66,41,N/A,72,51,36,N/A,49,36,71,45,N/A,70,N/A,124,43,28,50,28,N/A,37,N/A,30,49,34,31,50,12,12,N/A,N/A,14,30,N/A,N/A,N/A,35,19,29,33,15,9,14,N/A,16,15,N/A,N/A,15,33,16,23,N/A,15,17
10/7/2017,N/A,37,33,46,N/A,31,34,65,54,44,50,74,49,35,N/A,40,35,57,45,N/A,66,N/A,149,38,25,41,26,N/A,47,N/A,23,48,33,30,32,15,14,N/A,N/A,13,29,N/A,N/A,N/A,33,23,20,35,19,11,15,N/A,17,20,N/A,N/A,15,35,16,21,N/A,17,13
10/8/2017,N/A,38,34,50,N/A,32,35,60,55,47,57,69,57,37,N/A,50,34,66,47,N/A,76,N/A,109,43,34,57,27,N/A,41,N/A,40,40,32,25,45,15,15,N/A,N/A,12,32,N/A,N/A,N/A,27,17,19,30,14,14,18,N/A,17,13,N/A,N/A,13,36,18,30,N/A,21,13
10/9/2017,N/A,36,23,33,N/A,27,24,58,48,35,52,54,53,25,N/A,39,31,54,41,N/A,58,N/A,117,N/A,37,66,25,N/A,35,N/A,38,43,30,30,39,16,13,N/A,N/A,12,32,N/A,N/A,N/A,27,18,20,32,20,14,17,N/A,19,20,N/A,N/A,13,38,18,34,N/A,23,14
10/10/2017,N/A,38,35,41,N/A,35,34,79,53,42,48,73,52,37,N/A,37,29,62,51,N/A,66,N/A,106,N/A,39,38,29,N/A,38,N/A,44,45,39,33,53,18,16,N/A,21,13,22,N/A,N/A,N/A,28,13,15,23,19,16,22,N/A,18,18,N/A,N/A,18,34,16,31,28,30,15
10/11/2017,N/A,21,28,40,N/A,26,23,61,39,29,29,52,42,30,N/A,25,20,52,50,N/A,62,N/A,118,N/A,39,19,26,N/A,24,N/A,39,36,35,24,31,10,9,N/A,15,15,25,N/A,N/A,N/A,27,18,17,27,12,9,14,N/A,20,11,N/A,N/A,12,36,13,25,27,20,12
10/12/2017,N/A,45,39,44,N/A,40,42,86,64,58,55,67,61,47,N/A,56,46,74,51,N/A,81,N/A,157,N/A,48,75,25,N/A,41,N/A,40,42,35,28,37,18,15,N/A,23,19,25,N/A,N/A,N/A,23,21,19,29,18,16,17,N/A,22,21,30,N/A,16,44,16,26,24,32,18
10/13/2017,N/A,58,60,76,N/A,50,55,86,71,70,70,82,68,56,N/A,61,46,89,67,N/A,75,N/A,111,N/A,53,65,25,N/A,42,N/A,37,43,38,26,31,20,16,N/A,23,12,24,N/A,N/A,N/A,31,19,17,33,17,12,17,N/A,21,20,29,N/A,20,30,18,30,27,31,12
10/14/2017,N/A,28,21,32,N/A,16,20,59,44,29,40,45,40,23,N/A,34,24,53,41,N/A,60,N/A,115,N/A,34,33,21,N/A,33,N/A,22,32,19,33,43,19,17,N/A,21,13,17,N/A,N/A,N/A,19,21,21,30,18,14,17,N/A,18,19,19,N/A,18,23,21,23,31,16,15
10/15/2017,N/A,29,23,28,N/A,20,21,63,44,37,28,38,36,24,N/A,19,20,36,28,N/A,52,N/A,75,N/A,33,29,20,N/A,17,N/A,12,25,15,28,36,20,17,N/A,21,23,23,N/A,N/A,N/A,27,30,26,39,19,10,15,N/A,22,19,25,N/A,16,23,18,19,39,13,22
10/16/2017,N/A,25,15,31,N/A,16,17,68,41,30,24,36,37,25,N/A,20,20,36,27,N/A,49,N/A,65,N/A,35,22,19,N/A,25,N/A,19,22,18,29,39,17,15,N/A,17,16,29,20,N/A,N/A,28,25,29,43,15,14,20,N/A,24,23,22,N/A,15,24,20,17,35,10,25
10/17/2017,N/A,33,23,24,N/A,19,21,80,51,37,34,52,40,19,N/A,27,34,44,35,N/A,50,N/A,87,N/A,25,N/A,19,N/A,25,N/A,20,25,22,29,34,17,13,N/A,17,13,36,20,N/A,N/A,23,28,34,38,22,10,17,N/A,13,23,25,N/A,24,22,22,21,37,14,26
10/18/2017,N/A,37,27,31,N/A,29,29,47,53,44,42,73,53,31,N/A,44,37,60,42,N/A,65,N/A,107,N/A,33,N/A,21,N/A,28,N/A,25,33,21,32,39,21,16,14,22,15,36,19,18,29,22,26,46,47,19,18,18,N/A,21,19,32,N/A,18,24,16,11,23,16,25
10/19/2017,N/A,37,33,27,N/A,20,30,63,56,38,44,70,53,24,N/A,46,37,N/A,56,N/A,56,N/A,115,N/A,24,41,35,52,39,N/A,38,44,31,37,36,24,14,16,24,15,36,21,18,30,30,25,35,42,17,15,20,N/A,22,22,24,16,17,28,17,17,26,20,25
10/20/2017,N/A,30,21,24,N/A,18,24,54,43,31,39,65,36,25,N/A,35,19,51,56,N/A,65,N/A,164,N/A,19,42,39,56,53,N/A,N/A,49,34,32,42,26,14,16,21,17,34,18,33,30,35,28,33,43,20,15,19,N/A,23,24,37,21,23,37,18,28,43,20,26
10/21/2017,N/A,48,46,55,N/A,39,47,81,69,59,60,86,62,46,N/A,51,45,N/A,65,N/A,77,N/A,175,55,20,34,44,57,48,38,N/A,47,44,35,36,28,20,19,24,19,27,11,33,34,37,34,29,49,23,16,22,N/A,21,19,34,N/A,19,34,16,26,39,20,22
10/22/2017,N/A,29,29,63,N/A,26,28,53,44,36,43,61,39,30,N/A,27,22,48,37,N/A,63,N/A,95,30,18,32,27,28,23,30,N/A,33,24,34,39,24,26,15,20,21,30,11,30,25,44,29,30,46,21,11,23,N/A,22,19,29,N/A,20,28,15,19,27,18,24
10/23/2017,N/A,23,19,N/A,N/A,21,20,47,35,32,33,48,36,26,N/A,30,23,48,34,N/A,56,N/A,104,32,25,40,23,31,21,N/A,21,29,24,30,N/A,14,19,12,20,20,43,10,30,33,19,28,33,47,17,13,19,N/A,21,14,33,25,18,23,14,22,28,23,24
10/24/2017,N/A,22,20,N/A,N/A,21,21,56,32,33,30,57,37,28,N/A,29,23,49,34,N/A,65,N/A,114,52,32,46,17,26,28,N/A,23,28,27,28,N/A,27,20,18,25,35,32,10,39,45,25,22,31,44,15,13,25,N/A,26,20,N/A,30,15,16,17,24,23,25,20
10/25/2017,N/A,35,32,N/A,N/A,31,32,76,49,38,53,71,44,41,N/A,42,30,60,50,N/A,75,N/A,123,54,27,59,26,42,32,N/A,23,37,33,37,34,29,20,19,27,36,21,5,46,44,38,15,29,31,17,11,30,N/A,30,25,N/A,38,16,32,25,39,35,28,18
10/26/2017,N/A,49,46,N/A,N/A,43,47,73,52,N/A,61,76,59,45,N/A,54,41,66,59,N/A,81,N/A,65,44,40,65,33,48,42,N/A,26,37,36,37,35,28,19,19,30,31,28,4,36,N/A,37,24,24,28,17,10,26,N/A,26,26,N/A,33,10,36,20,32,34,40,14
10/27/2017,N/A,58,45,N/A,N/A,50,46,112,77,N/A,64,83,N/A,47,N/A,66,52,94,54,N/A,90,N/A,134,58,45,82,34,49,39,N/A,33,47,42,32,36,29,23,20,28,35,25,8,43,N/A,43,21,31,29,16,18,24,N/A,30,21,N/A,N/A,19,38,20,33,43,44,17
10/28/2017,N/A,56,48,N/A,N/A,46,48,123,57,65,63,74,71,51,N/A,59,44,84,60,N/A,99,N/A,137,68,58,104,41,57,48,N/A,44,52,52,35,34,33,18,22,30,36,37,12,56,N/A,51,15,23,29,20,15,24,N/A,33,24,N/A,N/A,19,39,24,35,55,52,16
10/29/2017,N/A,65,56,N/A,N/A,60,58,62,68,68,74,79,81,57,N/A,65,54,94,70,N/A,109,N/A,139,84,83,95,49,69,49,N/A,55,65,60,36,44,39,29,22,38,45,40,15,66,N/A,65,17,23,30,27,20,29,N/A,39,32,N/A,N/A,22,57,33,45,61,66,18
10/30/2017,N/A,70,60,N/A,N/A,62,64,66,72,71,85,76,87,66,N/A,70,55,95,79,N/A,N/A,N/A,130,84,95,88,55,80,52,N/A,59,75,60,54,36,48,34,31,45,50,51,23,67,N/A,60,17,30,35,37,29,41,N/A,50,42,N/A,N/A,32,60,39,59,70,71,24
10/31/2017,N/A,59,53,N/A,N/A,56,56,64,66,67,82,76,80,58,N/A,63,49,90,65,N/A,N/A,N/A,125,75,73,86,49,68,45,N/A,51,68,51,56,42,51,32,35,50,52,53,28,69,N/A,N/A,35,47,52,39,35,45,N/A,47,48,N/A,N/A,35,45,39,70,60,59,39
11/1/2017,N/A,60,53,N/A,N/A,63,59,61,75,72,83,83,76,58,N/A,65,45,86,63,N/A,116,N/A,127,76,72,85,45,55,40,N/A,41,50,47,56,47,47,35,32,49,51,48,33,70,N/A,53,35,42,41,38,33,45,N/A,45,45,N/A,N/A,34,37,34,60,47,59,35
11/2/2017,N/A,59,54,N/A,N/A,53,57,63,71,65,80,86,76,56,42,60,46,90,69,N/A,108,N/A,129,70,68,N/A,47,N/A,31,N/A,44,55,48,48,37,42,29,28,46,46,20,20,60,N/A,47,19,29,23,34,25,47,N/A,42,43,N/A,N/A,31,40,28,60,45,55,18
11/3/2017,N/A,58,52,N/A,N/A,57,57,70,66,69,83,80,73,60,50,58,45,86,68,N/A,116,N/A,135,84,76,N/A,56,N/A,38,N/A,53,67,58,48,39,44,26,27,47,46,19,7,79,N/A,63,17,14,24,44,25,38,N/A,40,51,N/A,N/A,34,41,39,64,69,64,15
11/4/2017,N/A,81,70,N/A,N/A,76,74,79,86,88,100,87,94,69,57,83,59,106,87,N/A,129,N/A,134,89,87,N/A,61,85,54,N/A,65,80,65,65,47,58,33,39,60,49,62,39,70,N/A,92,14,15,22,50,37,47,N/A,49,62,N/A,N/A,42,55,48,N/A,80,68,11
11/5/2017,N/A,52,44,N/A,N/A,51,47,53,65,61,71,60,69,48,31,51,38,67,57,N/A,102,N/A,107,61,67,N/A,33,43,31,N/A,40,48,36,59,40,51,46,35,54,37,48,42,61,N/A,47,16,19,30,43,35,46,N/A,47,52,N/A,N/A,39,39,43,N/A,49,51,30
11/6/2017,N/A,64,57,N/A,N/A,59,62,60,83,72,86,78,77,55,35,67,50,90,64,N/A,97,N/A,115,66,51,N/A,40,45,31,N/A,48,50,47,56,45,49,34,37,57,35,29,18,59,N/A,47,21,24,28,41,37,46,N/A,45,48,N/A,N/A,38,32,35,56,53,35,28
11/7/2017,N/A,50,46,N/A,N/A,N/A,47,N/A,64,60,65,65,67,48,37,55,41,74,59,N/A,89,N/A,116,61,55,N/A,56,66,45,N/A,54,58,56,47,47,37,28,28,39,30,33,16,51,N/A,44,22,30,36,26,28,33,N/A,36,33,53,N/A,26,44,27,31,50,36,28
11/8/2017,N/A,44,42,N/A,N/A,N/A,47,58,61,57,66,74,63,49,35,45,42,63,44,N/A,84,N/A,101,46,58,N/A,38,43,33,N/A,34,42,39,34,32,29,20,17,N/A,30,41,17,36,N/A,34,19,22,27,23,18,28,N/A,31,N/A,43,64,22,35,19,38,33,40,20
11/9/2017,N/A,40,33,N/A,N/A,N/A,38,47,56,47,59,68,53,39,20,45,30,56,52,N/A,72,N/A,138,41,49,N/A,34,43,33,N/A,25,38,39,32,33,28,22,19,N/A,25,24,N/A,36,N/A,33,17,23,30,19,18,20,N/A,31,N/A,38,43,19,33,14,32,30,32,18
11/10/2017,N/A,39,34,N/A,N/A,N/A,34,65,56,41,53,64,51,38,30,48,31,63,52,N/A,77,N/A,148,33,45,N/A,27,39,35,N/A,33,48,37,28,33,26,21,15,N/A,24,29,6,26,N/A,26,17,22,25,22,12,19,N/A,30,N/A,33,58,13,31,14,38,21,32,17
11/11/2017,N/A,33,29,N/A,N/A,N/A,29,55,41,37,45,65,45,28,N/A,39,28,54,51,N/A,80,N/A,101,37,39,N/A,26,39,N/A,N/A,30,38,31,34,35,24,16,14,25,23,41,12,30,N/A,27,18,24,24,17,14,16,N/A,24,N/A,27,N/A,14,28,14,35,26,29,15
11/12/2017,N/A,37,35,N/A,N/A,N/A,33,58,48,43,51,71,47,33,21,41,30,61,50,N/A,89,N/A,161,43,36,N/A,29,44,N/A,N/A,43,40,38,30,28,N/A,23,17,25,24,23,9,35,N/A,33,14,18,25,20,16,19,N/A,26,N/A,36,N/A,20,32,14,43,32,31,16
11/13/2017,N/A,45,45,N/A,N/A,N/A,43,66,63,48,54,65,52,36,22,41,30,64,62,N/A,83,N/A,225,63,N/A,N/A,36,57,N/A,N/A,36,67,38,36,39,N/A,19,17,26,29,25,N/A,45,N/A,42,18,23,40,23,14,26,N/A,27,N/A,37,38,27,35,17,46,41,25,16
11/14/2017,N/A,52,47,N/A,46,N/A,45,108,71,62,64,75,63,48,46,53,46,77,57,N/A,115,N/A,229,62,N/A,N/A,45,71,N/A,N/A,49,66,61,37,43,N/A,19,15,27,36,25,7,42,N/A,61,17,20,35,28,17,24,32,24,N/A,48,35,21,44,15,60,35,40,14
11/15/2017,N/A,44,42,N/A,49,N/A,43,70,69,53,59,78,71,44,48,57,44,86,66,N/A,93,N/A,178,56,N/A,N/A,38,57,N/A,N/A,52,52,47,38,48,N/A,21,28,34,28,25,7,38,N/A,46,16,20,30,25,23,24,34,30,20,44,33,24,34,21,51,37,45,12
11/16/2017,N/A,37,31,37,29,N/A,34,55,48,38,53,64,46,27,N/A,N/A,27,62,51,N/A,70,N/A,126,32,N/A,N/A,41,59,43,40,44,51,39,42,41,N/A,25,21,34,13,20,9,25,N/A,29,20,27,32,29,19,22,37,30,23,42,28,30,34,16,42,29,32,17
11/17/2017,N/A,49,42,57,44,N/A,48,69,76,55,64,79,60,42,32,N/A,42,83,65,N/A,88,N/A,202,38,47,N/A,53,71,63,48,52,73,48,42,48,N/A,15,17,23,20,25,8,33,33,55,20,26,26,28,14,24,41,24,19,34,30,32,40,15,51,40,35,N/A
11/18/2017,N/A,67,61,62,67,N/A,61,104,91,75,74,96,76,51,54,N/A,52,93,67,N/A,102,N/A,219,52,47,N/A,57,78,51,N/A,53,66,42,33,36,N/A,21,18,27,31,23,8,35,35,58,22,25,34,25,15,24,31,29,22,47,25,24,61,13,49,69,36,N/A
11/19/2017,N/A,49,49,62,46,N/A,50,79,72,60,72,87,57,53,39,N/A,39,79,60,N/A,102,N/A,216,46,43,N/A,46,62,42,N/A,52,51,50,37,41,N/A,26,17,28,21,33,12,26,38,65,22,26,40,26,15,22,38,31,24,47,30,26,39,17,38,51,27,18
11/20/2017,N/A,29,24,42,32,N/A,24,64,47,35,54,71,44,26,16,N/A,24,56,35,N/A,78,N/A,125,47,36,N/A,19,28,28,25,20,26,18,39,N/A,N/A,27,19,31,23,30,13,23,22,37,19,25,43,30,16,21,33,28,26,27,28,39,22,19,42,17,25,22
11/21/2017,N/A,32,24,N/A,26,N/A,23,34,37,30,42,57,40,28,13,N/A,22,49,39,N/A,77,N/A,N/A,39,29,N/A,23,32,26,25,24,27,23,40,N/A,N/A,20,17,24,20,23,11,22,21,25,22,N/A,55,31,17,21,28,25,19,35,22,37,31,17,37,19,17,17
11/22/2017,N/A,40,29,N/A,29,N/A,31,61,54,44,50,64,49,35,27,N/A,33,N/A,50,N/A,73,N/A,113,36,41,N/A,39,46,33,N/A,30,44,28,34,N/A,N/A,25,13,23,21,35,7,26,25,46,19,N/A,36,21,17,25,36,23,16,40,29,33,29,13,47,24,30,16
11/23/2017,N/A,31,25,N/A,45,24,22,63,32,35,36,51,47,30,35,N/A,25,N/A,42,N/A,81,N/A,96,45,49,N/A,32,31,23,N/A,17,24,21,38,45,19,20,16,26,22,28,7,23,20,24,12,20,25,23,13,21,34,26,14,36,29,26,35,14,89,21,34,13
11/24/2017,34,31,24,30,N/A,29,26,44,41,40,44,48,48,31,25,N/A,23,N/A,37,N/A,82,N/A,89,46,54,N/A,35,32,17,N/A,19,28,21,38,35,20,19,16,22,25,29,13,28,25,22,20,32,29,24,12,30,22,25,15,31,35,28,20,18,71,21,37,15
11/25/2017,46,48,42,41,N/A,44,48,57,66,57,69,79,66,38,20,N/A,39,N/A,41,N/A,86,N/A,107,48,52,N/A,22,33,19,21,28,39,28,36,31,28,25,18,27,26,25,9,N/A,27,27,13,20,28,7,17,27,23,33,14,37,31,20,N/A,18,50,31,36,13
11/26/2017,N/A,48,41,42,N/A,42,45,49,62,59,68,57,63,33,22,N/A,35,N/A,50,N/A,85,N/A,91,50,48,N/A,24,37,21,23,30,38,30,30,25,18,18,13,25,33,30,12,N/A,27,N/A,10,11,23,11,18,18,29,29,13,36,34,15,30,13,55,31,36,11
11/27/2017,N/A,46,39,41,N/A,40,44,50,63,56,65,65,58,40,N/A,N/A,33,N/A,57,N/A,82,N/A,117,40,48,N/A,45,42,27,29,35,45,40,40,38,24,17,12,26,34,31,13,N/A,33,N/A,17,18,30,17,17,27,23,32,16,37,27,15,32,16,54,35,40,18
11/28/2017,44,53,44,N/A,N/A,44,52,51,70,58,68,67,63,36,N/A,N/A,35,N/A,78,N/A,81,N/A,99,35,54,N/A,53,49,35,32,47,53,51,51,42,25,20,13,28,36,43,24,37,40,35,12,13,26,19,19,30,38,36,19,41,32,19,29,17,49,42,38,11
11/29/2017,38,48,33,N/A,N/A,38,36,50,55,54,58,56,52,34,24,N/A,30,N/A,58,N/A,80,N/A,94,35,46,N/A,56,48,33,28,46,47,43,45,38,31,22,16,33,28,46,26,42,38,40,10,11,22,22,14,28,43,36,25,46,29,22,32,16,49,36,36,12
11/30/2017,45,45,35,N/A,18,41,40,68,59,58,57,71,57,41,31,N/A,36,N/A,54,N/A,83,N/A,96,52,49,N/A,60,52,33,N/A,33,48,40,40,35,30,19,14,27,28,18,6,39,37,38,15,16,N/A,22,14,40,45,34,25,43,32,22,45,14,45,40,39,9
12/1/2017,51,50,45,N/A,16,42,47,58,56,56,66,54,65,40,28,N/A,35,N/A,55,N/A,95,N/A,117,49,56,N/A,57,47,36,N/A,34,51,36,42,32,26,N/A,16,30,30,31,13,37,38,46,17,18,26,24,18,32,30,34,26,46,37,18,35,13,56,39,41,12
