Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T,79T,80T
3/21/2017,36,32,31,13,45,32,33,N/A,N/A,40,N/A,N/A,51,54,36,42,33,N/A,N/A,N/A,55,N/A,111,50,40,33,23,32,15,13,N/A,39,30,105,90,112,79,160,84,59,21,34,N/A,42,32,N/A,N/A,31,95,110,89,76,71,97,N/A,N/A,124,21,61,120,32,N/A,N/A
3/22/2017,61,31,32,14,47,39,33,62,N/A,42,N/A,72,50,50,49,40,34,N/A,N/A,N/A,52,N/A,120,57,66,47,27,33,16,18,34,43,31,98,86,131,93,177,90,100,37,44,N/A,69,38,N/A,N/A,34,79,127,111,82,101,89,N/A,N/A,103,25,72,129,43,N/A,N/A
3/23/2017,32,23,22,12,37,27,24,51,N/A,28,N/A,58,38,37,23,32,23,N/A,N/A,N/A,43,N/A,82,47,42,26,25,28,19,16,25,42,27,138,116,207,133,268,165,79,39,40,N/A,77,29,N/A,N/A,39,103,187,115,124,148,120,N/A,N/A,156,22,77,183,27,N/A,N/A
3/24/2017,24,21,20,12,35,23,21,46,N/A,25,N/A,59,36,33,20,30,23,N/A,N/A,N/A,38,N/A,92,32,38,20,29,35,17,20,31,37,35,140,114,176,96,195,110,51,N/A,27,N/A,45,27,N/A,N/A,35,122,153,112,103,108,120,N/A,N/A,174,31,87,122,24,N/A,N/A
3/25/2017,30,28,34,12,50,32,32,53,N/A,31,N/A,63,47,41,31,35,27,N/A,N/A,N/A,41,N/A,106,55,50,29,31,41,24,30,40,49,45,86,74,88,57,108,66,74,36,21,N/A,45,31,N/A,N/A,33,89,129,64,67,52,64,N/A,N/A,138,28,79,105,38,N/A,N/A
3/26/2017,28,30,38,13,37,33,38,35,N/A,30,N/A,59,39,39,21,29,21,N/A,N/A,N/A,43,N/A,87,50,34,21,28,44,27,28,35,43,36,82,71,86,69,126,64,59,27,20,N/A,52,28,N/A,N/A,32,76,126,58,55,70,62,N/A,N/A,105,29,62,113,43,N/A,N/A
3/27/2017,32,27,28,10,42,31,30,36,N/A,39,N/A,81,44,48,17,36,30,N/A,N/A,N/A,45,N/A,134,48,21,44,25,37,28,25,32,36,30,66,44,39,30,47,28,39,24,17,N/A,39,26,N/A,N/A,29,40,136,21,40,28,32,N/A,N/A,55,33,25,96,34,N/A,N/A
3/28/2017,42,48,45,13,N/A,40,46,70,N/A,52,N/A,73,62,73,49,50,39,N/A,N/A,N/A,56,N/A,94,57,63,65,35,56,29,41,46,45,38,65,44,49,27,62,38,56,22,18,N/A,46,33,N/A,N/A,35,44,N/A,48,43,38,43,N/A,N/A,58,42,31,72,51,N/A,N/A
3/29/2017,39,39,37,15,N/A,39,40,68,N/A,45,N/A,N/A,51,N/A,49,39,31,N/A,N/A,N/A,N/A,N/A,153,57,49,35,36,54,35,34,47,50,45,75,63,65,54,86,46,72,16,13,53,53,41,N/A,N/A,28,59,91,72,55,46,61,N/A,N/A,58,35,49,91,42,N/A,N/A
3/30/2017,28,30,39,14,49,37,40,48,N/A,32,N/A,N/A,45,N/A,23,38,26,N/A,N/A,N/A,N/A,N/A,81,46,30,23,35,37,24,27,44,48,37,75,56,65,48,84,52,57,31,12,52,46,37,N/A,N/A,36,55,85,58,54,49,50,N/A,N/A,70,32,45,85,42,N/A,N/A
3/31/2017,22,17,13,13,29,21,N/A,39,N/A,23,N/A,N/A,31,N/A,16,25,18,N/A,N/A,N/A,38,N/A,54,39,29,16,28,27,16,14,N/A,33,25,83,72,69,52,101,54,56,29,15,41,36,30,N/A,N/A,33,67,101,54,64,46,60,N/A,N/A,76,25,38,81,38,N/A,N/A
4/1/2017,27,29,22,10,42,23,N/A,40,N/A,34,N/A,N/A,44,N/A,25,32,26,N/A,N/A,N/A,27,N/A,91,35,40,35,20,30,21,18,39,32,30,84,66,54,41,59,41,42,31,13,22,29,20,N/A,N/A,32,51,97,41,55,34,39,N/A,N/A,62,25,22,82,25,N/A,N/A
4/2/2017,34,33,26,11,44,30,N/A,44,N/A,37,N/A,N/A,43,N/A,21,32,29,N/A,N/A,N/A,39,N/A,86,45,48,41,30,39,27,29,39,40,35,38,28,35,29,44,36,50,25,12,38,49,30,N/A,N/A,33,19,63,33,27,39,31,N/A,N/A,26,29,27,56,38,N/A,N/A
4/3/2017,50,N/A,44,16,63,48,N/A,86,N/A,62,N/A,N/A,64,N/A,52,51,45,N/A,N/A,N/A,50,N/A,117,58,48,53,35,49,34,N/A,41,46,45,55,45,57,47,70,49,66,23,16,33,49,34,N/A,N/A,26,32,43,48,37,51,43,N/A,N/A,36,40,33,68,43,N/A,N/A
4/4/2017,55,43,46,13,67,50,N/A,84,N/A,64,N/A,N/A,65,N/A,60,46,44,N/A,N/A,N/A,49,N/A,114,66,55,66,43,57,39,N/A,51,59,46,74,59,72,49,80,57,78,27,12,49,70,35,N/A,N/A,26,34,74,53,50,55,37,N/A,N/A,46,42,39,72,44,N/A,N/A
4/5/2017,53,56,53,17,75,54,N/A,87,N/A,65,N/A,N/A,69,N/A,55,57,51,N/A,N/A,N/A,38,N/A,164,62,46,56,43,56,53,38,54,62,46,78,68,71,51,99,59,79,13,15,73,69,37,N/A,N/A,34,48,78,48,66,58,50,N/A,N/A,55,39,N/A,92,42,N/A,N/A
4/6/2017,38,32,36,10,56,36,N/A,51,N/A,47,N/A,N/A,50,N/A,27,34,33,N/A,N/A,N/A,40,N/A,99,42,40,29,25,32,28,30,38,43,32,93,88,105,77,139,80,71,19,13,43,40,27,N/A,N/A,36,55,113,60,85,78,61,N/A,N/A,54,25,43,109,28,N/A,N/A
4/7/2017,23,21,26,13,38,26,N/A,42,N/A,28,N/A,N/A,36,N/A,25,24,21,N/A,N/A,N/A,36,N/A,89,40,30,23,22,35,23,29,33,43,35,110,97,104,63,128,74,69,20,15,46,51,25,N/A,N/A,27,72,123,62,90,N/A,71,N/A,N/A,75,33,57,105,28,N/A,N/A
4/8/2017,16,15,24,11,31,18,20,42,N/A,20,N/A,N/A,29,N/A,19,14,23,N/A,N/A,N/A,35,N/A,89,38,24,14,27,26,22,15,32,42,37,117,101,83,59,102,57,53,20,9,38,37,28,N/A,N/A,33,86,136,59,88,53,69,N/A,N/A,98,24,60,98,33,N/A,N/A
4/9/2017,17,14,16,10,22,16,15,27,N/A,17,N/A,N/A,24,N/A,13,16,16,N/A,N/A,N/A,29,N/A,56,37,23,10,26,26,22,16,22,31,23,112,N/A,93,57,116,65,48,24,11,36,35,28,N/A,N/A,N/A,80,117,57,83,55,69,N/A,N/A,93,28,66,83,30,N/A,N/A
4/10/2017,16,10,15,N/A,25,14,13,34,N/A,17,N/A,N/A,24,N/A,N/A,12,13,N/A,N/A,N/A,24,N/A,55,36,28,12,22,25,21,11,22,25,22,91,N/A,85,55,131,67,47,27,15,42,39,28,N/A,N/A,N/A,86,87,58,65,57,65,N/A,N/A,104,37,70,55,30,N/A,N/A
4/11/2017,16,10,15,12,26,15,12,27,N/A,15,N/A,N/A,24,N/A,N/A,11,11,N/A,N/A,N/A,24,N/A,46,34,30,11,17,20,19,6,20,23,15,90,84,87,64,128,75,54,29,15,36,N/A,23,N/A,N/A,39,85,76,58,65,61,71,N/A,N/A,102,19,75,52,24,N/A,N/A
4/12/2017,12,7,11,N/A,19,14,N/A,18,N/A,11,N/A,N/A,18,N/A,N/A,7,12,N/A,N/A,N/A,19,N/A,40,36,24,7,16,19,15,6,17,21,15,100,93,76,59,112,59,47,22,19,40,N/A,24,N/A,N/A,43,93,108,53,77,54,67,N/A,N/A,116,14,77,49,22,N/A,N/A
4/13/2017,14,10,17,N/A,17,13,14,12,N/A,13,N/A,N/A,18,N/A,N/A,9,11,N/A,N/A,N/A,24,N/A,38,36,22,6,17,18,14,N/A,15,23,17,89,84,48,34,58,39,41,22,19,26,N/A,21,N/A,N/A,42,56,95,41,57,32,38,N/A,N/A,74,13,42,45,23,N/A,N/A
4/14/2017,23,18,19,12,22,22,20,20,N/A,24,N/A,N/A,29,N/A,N/A,18,20,N/A,N/A,N/A,23,N/A,38,41,26,15,16,20,19,N/A,18,23,23,37,44,30,20,23,24,37,24,23,20,N/A,25,N/A,N/A,31,27,85,15,18,14,27,N/A,N/A,42,24,19,30,27,N/A,N/A
4/15/2017,18,20,21,9,21,19,20,20,N/A,20,N/A,N/A,24,N/A,N/A,14,15,N/A,N/A,N/A,30,N/A,54,36,27,14,19,26,23,N/A,24,29,24,34,29,24,23,44,23,33,19,19,32,N/A,29,N/A,N/A,29,20,29,35,19,21,21,N/A,N/A,34,18,19,21,23,N/A,N/A
4/16/2017,21,19,22,8,25,22,20,24,N/A,23,N/A,N/A,28,N/A,N/A,18,15,N/A,N/A,N/A,33,N/A,41,36,30,16,25,29,25,N/A,25,30,24,29,35,29,20,46,28,43,31,22,29,N/A,26,N/A,N/A,33,15,21,43,25,32,23,N/A,N/A,18,33,20,27,25,N/A,N/A
4/17/2017,27,24,29,12,30,25,27,40,N/A,29,N/A,N/A,37,N/A,17,25,23,N/A,N/A,N/A,34,N/A,56,45,35,21,32,43,32,N/A,32,38,29,30,49,23,22,39,27,44,30,26,44,N/A,35,N/A,N/A,38,21,14,44,22,30,20,N/A,N/A,28,28,26,21,38,N/A,N/A
4/18/2017,25,21,23,9,23,19,N/A,37,N/A,25,N/A,N/A,32,N/A,13,25,22,N/A,N/A,N/A,41,N/A,86,56,29,N/A,28,N/A,28,N/A,30,37,24,39,29,21,23,44,20,39,23,20,43,N/A,30,N/A,N/A,48,31,22,47,21,30,22,N/A,N/A,30,20,27,23,40,N/A,N/A
4/19/2017,20,N/A,16,N/A,21,17,N/A,33,N/A,21,N/A,N/A,25,N/A,14,15,15,N/A,N/A,N/A,24,N/A,52,41,29,N/A,21,N/A,22,11,24,28,19,52,49,38,33,61,34,50,27,25,35,N/A,23,N/A,N/A,42,37,33,49,37,39,34,N/A,N/A,36,35,30,33,22,N/A,N/A
4/20/2017,N/A,N/A,28,N/A,35,30,29,50,N/A,37,N/A,N/A,40,N/A,25,25,26,N/A,N/A,N/A,N/A,N/A,57,49,36,N/A,26,34,29,21,27,35,34,57,51,53,41,85,48,57,32,N/A,37,N/A,30,N/A,N/A,40,60,42,53,38,51,45,N/A,N/A,69,38,37,52,32,N/A,N/A
4/21/2017,N/A,N/A,49,N/A,54,58,51,70,N/A,57,N/A,N/A,61,N/A,42,46,43,N/A,N/A,N/A,N/A,N/A,86,89,55,47,38,51,35,34,43,55,46,78,71,83,61,99,69,79,31,18,55,N/A,42,N/A,N/A,37,74,65,70,60,71,60,N/A,N/A,70,33,52,72,42,N/A,N/A
4/22/2017,62,N/A,67,19,74,66,69,86,N/A,76,N/A,N/A,78,N/A,64,64,60,N/A,N/A,N/A,N/A,N/A,125,86,77,68,58,80,49,58,68,82,63,90,85,92,76,134,86,109,31,23,81,N/A,58,N/A,N/A,42,54,65,80,72,85,73,N/A,N/A,62,65,60,89,61,N/A,N/A
4/23/2017,58,N/A,66,18,68,64,66,79,N/A,73,N/A,N/A,76,N/A,59,63,63,N/A,N/A,N/A,N/A,N/A,112,92,73,68,61,74,56,51,67,80,65,100,88,95,86,137,106,116,32,18,71,N/A,63,N/A,N/A,50,41,71,67,82,92,47,N/A,N/A,36,60,49,83,61,N/A,N/A
4/24/2017,57,N/A,61,23,65,58,62,78,N/A,66,N/A,N/A,67,N/A,48,52,47,N/A,N/A,N/A,81,N/A,94,79,71,61,40,49,41,34,51,59,52,102,93,104,77,110,95,105,32,14,55,N/A,49,N/A,N/A,48,55,68,71,69,98,62,N/A,N/A,55,38,45,82,46,N/A,N/A
4/25/2017,53,N/A,55,17,58,52,55,74,N/A,62,N/A,N/A,63,N/A,39,49,47,N/A,N/A,N/A,64,N/A,88,74,58,55,45,59,43,43,55,63,57,96,92,100,85,70,87,88,22,16,42,N/A,46,N/A,N/A,55,51,65,68,67,99,72,N/A,N/A,52,52,56,68,52,N/A,N/A
4/26/2017,46,N/A,52,18,64,50,51,76,N/A,55,N/A,N/A,57,N/A,44,42,43,N/A,N/A,N/A,66,N/A,116,66,51,50,40,54,38,38,49,56,53,95,92,90,79,74,83,80,32,18,58,N/A,43,N/A,N/A,43,59,62,61,77,89,71,N/A,N/A,53,43,65,74,52,N/A,N/A
4/27/2017,41,46,49,15,55,46,45,70,N/A,51,N/A,N/A,52,N/A,N/A,39,37,N/A,N/A,N/A,62,N/A,116,58,57,44,47,50,39,35,51,57,51,103,98,96,76,73,87,84,35,23,77,N/A,47,N/A,N/A,43,101,70,69,81,94,74,N/A,N/A,89,38,71,73,45,N/A,N/A
4/28/2017,44,42,48,15,61,43,46,59,N/A,51,N/A,N/A,49,N/A,N/A,34,34,N/A,N/A,N/A,47,N/A,144,49,N/A,40,37,48,33,34,41,N/A,50,95,89,85,59,56,77,64,42,22,39,N/A,35,N/A,N/A,49,89,76,68,68,66,63,N/A,N/A,91,30,57,75,35,N/A,N/A
4/29/2017,42,40,40,15,51,43,39,57,N/A,48,N/A,N/A,45,N/A,N/A,35,33,N/A,N/A,N/A,40,N/A,117,44,N/A,48,30,38,28,32,42,51,42,32,33,27,20,25,27,28,41,21,41,N/A,28,N/A,N/A,44,60,31,23,22,25,29,N/A,N/A,35,37,32,32,27,N/A,N/A
4/30/2017,42,38,42,12,48,40,41,49,N/A,44,N/A,N/A,50,N/A,N/A,31,30,N/A,N/A,N/A,40,N/A,90,56,N/A,33,35,36,34,20,34,42,37,42,39,39,39,29,40,49,42,15,44,N/A,32,N/A,N/A,38,25,40,33,35,35,34,N/A,N/A,34,28,31,38,32,N/A,N/A
5/1/2017,24,19,21,10,21,25,19,34,N/A,26,N/A,N/A,25,N/A,N/A,15,15,N/A,N/A,N/A,31,N/A,57,42,N/A,21,26,22,17,12,21,34,19,61,65,48,42,38,52,55,35,13,44,N/A,26,N/A,N/A,42,42,61,45,41,44,42,N/A,N/A,54,24,45,37,27,N/A,N/A
5/2/2017,27,22,25,13,30,24,24,47,N/A,27,N/A,N/A,29,N/A,N/A,18,21,N/A,N/A,N/A,40,N/A,82,46,N/A,21,23,25,20,11,24,30,25,59,60,61,50,48,63,50,33,16,50,N/A,25,N/A,N/A,45,50,55,54,47,44,42,N/A,N/A,68,24,55,58,31,N/A,N/A
5/3/2017,30,25,26,13,34,29,25,49,N/A,30,N/A,N/A,31,N/A,N/A,24,24,N/A,N/A,N/A,46,N/A,83,51,N/A,28,25,30,21,15,27,33,28,65,61,65,54,57,62,60,41,13,50,N/A,30,N/A,N/A,43,75,60,58,57,51,57,N/A,N/A,74,20,72,67,30,N/A,N/A
5/4/2017,N/A,29,29,14,43,32,26,51,N/A,30,N/A,N/A,35,N/A,N/A,22,26,N/A,N/A,N/A,44,N/A,73,44,N/A,27,26,29,21,14,32,34,32,70,62,55,46,47,56,57,42,18,51,N/A,36,N/A,N/A,44,137,78,54,44,43,75,N/A,N/A,114,21,73,72,33,N/A,N/A
5/5/2017,N/A,41,33,N/A,N/A,29,33,65,N/A,36,N/A,N/A,41,N/A,N/A,32,27,N/A,N/A,N/A,25,N/A,89,41,N/A,N/A,28,25,29,21,29,35,26,44,50,37,26,26,36,41,28,16,22,N/A,28,N/A,N/A,37,73,N/A,43,25,34,32,N/A,N/A,94,30,49,46,20,N/A,N/A
5/6/2017,N/A,51,49,17,N/A,50,48,88,N/A,63,N/A,N/A,52,N/A,N/A,38,37,N/A,N/A,N/A,57,N/A,148,60,N/A,N/A,41,37,38,27,38,55,39,32,36,33,26,30,33,52,23,13,28,N/A,47,N/A,N/A,39,55,39,41,23,33,40,N/A,N/A,N/A,43,39,33,34,N/A,N/A
5/7/2017,N/A,22,23,12,N/A,24,20,28,N/A,23,N/A,N/A,28,N/A,N/A,20,17,N/A,N/A,N/A,27,N/A,117,34,N/A,N/A,30,30,23,20,26,37,25,32,44,44,39,41,50,47,26,14,23,N/A,26,N/A,N/A,44,45,35,37,34,36,43,N/A,N/A,56,26,34,44,24,N/A,N/A
5/8/2017,N/A,26,31,11,N/A,27,29,43,N/A,28,N/A,N/A,31,N/A,N/A,20,19,N/A,N/A,N/A,43,N/A,120,39,N/A,N/A,30,30,20,16,26,39,33,42,45,35,39,31,36,46,34,9,36,N/A,N/A,N/A,N/A,37,52,42,48,25,38,46,N/A,N/A,61,30,40,38,42,N/A,N/A
5/9/2017,21,23,33,10,45,27,29,47,N/A,27,N/A,N/A,33,N/A,N/A,17,21,N/A,N/A,N/A,34,N/A,84,33,N/A,N/A,22,35,64,17,31,40,34,48,59,55,42,35,56,48,31,10,36,N/A,N/A,N/A,N/A,39,53,51,52,45,43,49,N/A,N/A,78,36,N/A,51,27,N/A,N/A
5/10/2017,27,31,30,11,41,38,29,34,N/A,34,N/A,N/A,38,N/A,N/A,25,35,N/A,N/A,N/A,24,N/A,134,39,N/A,N/A,18,28,68,16,27,27,31,32,55,46,33,36,45,31,29,13,22,N/A,N/A,N/A,N/A,49,39,42,40,24,33,34,N/A,N/A,50,37,26,35,17,N/A,N/A
5/11/2017,32,25,25,N/A,42,28,24,62,N/A,37,N/A,N/A,35,N/A,N/A,23,27,N/A,N/A,N/A,25,N/A,170,41,29,N/A,18,19,28,9,N/A,31,26,29,N/A,33,31,25,25,44,19,11,22,N/A,N/A,N/A,N/A,39,37,23,26,25,26,33,N/A,N/A,49,19,28,38,12,N/A,N/A
5/12/2017,23,N/A,32,N/A,34,29,30,68,N/A,30,N/A,N/A,35,N/A,N/A,26,22,N/A,N/A,N/A,31,N/A,190,41,27,N/A,22,21,28,12,N/A,35,29,25,42,25,28,20,25,42,22,7,23,N/A,26,N/A,N/A,36,26,28,25,21,19,19,N/A,N/A,31,34,22,28,19,N/A,N/A
5/13/2017,25,N/A,37,N/A,39,33,34,59,N/A,35,N/A,N/A,32,N/A,N/A,17,25,N/A,N/A,N/A,30,58,149,36,27,N/A,17,19,29,12,N/A,21,N/A,19,29,N/A,27,16,23,38,26,12,27,N/A,25,N/A,N/A,40,26,23,26,17,18,21,N/A,N/A,29,21,23,22,21,N/A,N/A
5/14/2017,20,N/A,22,N/A,36,23,21,31,N/A,22,N/A,N/A,30,N/A,N/A,16,17,N/A,N/A,N/A,23,37,107,34,31,N/A,20,21,27,13,N/A,21,27,10,21,16,22,23,26,30,23,11,25,N/A,19,N/A,N/A,34,21,16,26,12,16,20,N/A,N/A,27,19,23,23,23,N/A,N/A
5/15/2017,14,N/A,18,N/A,34,19,19,46,N/A,20,N/A,N/A,26,N/A,N/A,10,14,N/A,N/A,N/A,20,39,67,25,29,N/A,15,20,28,8,N/A,19,23,14,23,23,N/A,26,22,39,23,12,24,N/A,23,N/A,N/A,50,20,12,23,16,17,18,N/A,N/A,33,23,25,19,27,N/A,N/A
5/16/2017,17,N/A,15,N/A,36,23,18,34,N/A,25,N/A,N/A,29,N/A,N/A,18,21,N/A,N/A,N/A,14,40,91,24,28,27,11,21,34,8,N/A,18,22,12,42,12,27,14,15,31,22,11,14,N/A,19,N/A,N/A,41,11,17,17,16,11,9,N/A,N/A,20,25,20,21,21,N/A,N/A
5/17/2017,16,N/A,13,N/A,28,18,16,45,N/A,22,N/A,N/A,27,N/A,N/A,15,21,N/A,N/A,N/A,12,37,72,12,23,17,14,22,70,12,N/A,17,18,8,N/A,9,17,11,N/A,N/A,18,13,20,N/A,17,N/A,N/A,51,4,14,12,N/A,5,5,N/A,N/A,N/A,21,16,11,12,N/A,N/A
5/18/2017,22,N/A,27,N/A,41,26,29,65,N/A,30,N/A,N/A,39,N/A,N/A,25,29,N/A,N/A,N/A,30,52,46,32,41,29,N/A,28,47,17,N/A,29,31,9,20,11,14,16,15,28,21,15,16,N/A,30,N/A,N/A,50,8,20,15,10,6,7,N/A,N/A,21,29,14,26,29,N/A,N/A
5/19/2017,36,N/A,35,N/A,46,44,37,78,N/A,49,N/A,N/A,46,N/A,N/A,37,36,N/A,N/A,N/A,33,63,93,36,41,55,28,39,35,27,N/A,41,33,19,38,16,18,22,23,38,27,12,22,N/A,32,N/A,N/A,37,20,30,25,16,18,16,N/A,N/A,21,31,22,34,28,N/A,N/A
5/20/2017,37,N/A,41,N/A,57,45,41,80,N/A,53,N/A,N/A,53,N/A,N/A,38,38,N/A,49,N/A,35,64,83,43,41,72,27,32,34,22,N/A,43,41,34,60,41,34,44,43,45,22,16,30,N/A,30,N/A,N/A,43,29,39,36,34,34,27,N/A,N/A,41,32,24,47,35,N/A,N/A
5/21/2017,33,N/A,34,N/A,39,34,35,58,N/A,39,N/A,N/A,43,N/A,N/A,30,31,N/A,41,N/A,44,58,86,47,45,42,33,41,35,29,N/A,45,35,41,65,45,41,39,48,55,19,15,41,N/A,33,N/A,N/A,40,37,40,41,35,42,39,N/A,N/A,43,37,34,60,34,N/A,N/A
5/22/2017,31,N/A,40,N/A,47,39,41,64,N/A,43,N/A,N/A,44,N/A,N/A,29,30,N/A,49,N/A,N/A,60,87,48,44,43,36,45,39,33,N/A,49,41,49,62,52,42,46,N/A,58,19,11,36,N/A,38,N/A,N/A,34,45,44,50,36,47,35,N/A,N/A,N/A,36,46,59,40,N/A,N/A
5/23/2017,37,N/A,36,N/A,54,36,38,62,N/A,40,N/A,N/A,47,N/A,N/A,35,33,N/A,59,N/A,N/A,54,76,45,41,41,30,44,51,N/A,N/A,39,42,43,59,48,42,42,52,48,19,10,39,N/A,31,N/A,N/A,31,53,44,38,27,48,41,N/A,N/A,66,34,41,55,34,N/A,N/A
5/24/2017,31,N/A,29,N/A,39,32,30,58,N/A,36,N/A,N/A,38,N/A,13,27,27,N/A,38,N/A,23,50,82,30,32,33,23,20,25,N/A,N/A,35,27,30,64,39,28,33,43,38,20,11,23,N/A,N/A,N/A,N/A,39,53,32,30,25,36,N/A,N/A,N/A,57,36,30,48,26,N/A,N/A
5/25/2017,N/A,N/A,18,N/A,32,29,21,48,N/A,26,N/A,N/A,32,N/A,N/A,22,21,N/A,34,N/A,20,48,87,29,23,31,16,23,35,13,20,29,17,42,56,31,33,29,35,31,21,12,38,N/A,N/A,N/A,N/A,34,41,32,35,31,24,29,N/A,N/A,48,28,23,35,20,N/A,N/A
5/26/2017,27,N/A,21,N/A,N/A,28,24,48,N/A,37,N/A,N/A,35,N/A,N/A,24,26,N/A,32,N/A,21,44,108,25,23,45,18,26,88,14,19,25,24,16,41,22,15,16,23,32,20,10,26,N/A,18,N/A,N/A,45,32,18,22,13,14,18,N/A,N/A,N/A,20,19,20,N/A,N/A,N/A
5/27/2017,27,N/A,26,N/A,N/A,30,27,54,N/A,34,N/A,N/A,39,N/A,19,36,29,N/A,44,N/A,25,50,111,47,26,57,16,23,47,10,16,22,18,15,34,26,19,21,25,37,17,10,43,N/A,19,N/A,N/A,44,38,20,21,14,16,18,N/A,N/A,34,22,19,13,N/A,N/A,N/A
5/28/2017,N/A,N/A,17,N/A,25,30,19,41,N/A,30,N/A,N/A,26,N/A,11,22,17,N/A,22,N/A,17,53,78,25,26,33,15,17,30,10,12,23,16,22,43,26,29,24,32,29,17,11,42,N/A,10,N/A,N/A,42,34,20,34,19,29,29,N/A,N/A,28,47,28,14,15,N/A,N/A
5/29/2017,N/A,N/A,15,N/A,35,23,18,46,N/A,29,N/A,N/A,28,N/A,12,15,18,N/A,27,N/A,21,50,83,32,32,28,16,23,37,15,18,23,22,23,39,22,25,23,32,30,30,18,39,N/A,19,N/A,N/A,45,44,17,47,21,27,28,N/A,N/A,50,23,34,15,15,N/A,N/A
5/30/2017,N/A,28,22,N/A,37,29,24,61,N/A,32,N/A,N/A,38,N/A,N/A,21,24,N/A,36,N/A,25,50,78,26,34,28,21,25,35,16,26,30,29,18,48,23,20,19,25,43,31,20,37,N/A,25,N/A,N/A,49,48,17,34,15,23,16,N/A,N/A,45,29,35,22,23,N/A,N/A
5/31/2017,N/A,29,24,N/A,42,31,25,53,N/A,32,N/A,N/A,35,N/A,N/A,24,26,N/A,46,N/A,30,56,62,35,36,42,24,25,32,16,33,37,37,21,44,20,24,20,21,38,21,8,22,N/A,29,N/A,N/A,41,40,18,25,19,17,19,N/A,N/A,32,29,19,25,27,N/A,N/A
6/1/2017,N/A,24,27,N/A,40,29,28,50,N/A,26,N/A,N/A,31,N/A,N/A,19,20,N/A,29,N/A,31,53,49,28,34,29,20,26,43,14,28,32,24,29,48,25,20,27,29,32,16,8,25,N/A,30,N/A,N/A,52,42,23,26,24,21,26,N/A,N/A,37,39,23,28,30,N/A,N/A
6/2/2017,N/A,29,22,N/A,32,32,22,58,N/A,32,N/A,N/A,29,N/A,N/A,19,21,N/A,22,N/A,17,44,37,28,25,35,20,21,27,14,N/A,29,22,25,57,25,11,26,26,30,18,13,27,N/A,25,N/A,N/A,43,N/A,18,28,24,21,21,N/A,21,44,30,27,21,25,N/A,N/A
6/3/2017,N/A,19,19,N/A,16,19,16,46,N/A,18,N/A,N/A,22,N/A,N/A,15,14,N/A,25,N/A,16,45,47,28,28,21,23,23,36,15,N/A,23,22,23,39,14,23,19,27,22,20,10,16,N/A,28,N/A,N/A,49,29,14,21,21,17,17,N/A,18,35,24,18,12,26,N/A,N/A
6/4/2017,N/A,17,13,10,17,18,14,43,N/A,21,N/A,N/A,20,N/A,13,12,16,N/A,27,N/A,11,41,20,18,22,20,20,24,35,14,N/A,21,18,17,35,18,13,16,18,23,20,8,12,N/A,18,N/A,N/A,44,42,14,13,12,12,13,N/A,14,29,21,14,8,16,N/A,N/A
6/5/2017,N/A,24,21,9,21,20,22,57,N/A,24,N/A,N/A,29,N/A,16,18,23,N/A,21,N/A,15,44,38,22,23,N/A,17,21,25,12,N/A,21,19,25,39,21,19,19,19,25,18,8,13,N/A,18,N/A,N/A,46,N/A,15,N/A,17,17,16,N/A,18,36,27,21,9,13,N/A,N/A
6/6/2017,N/A,17,N/A,10,28,21,15,36,N/A,21,N/A,N/A,26,N/A,N/A,14,18,N/A,24,N/A,N/A,46,50,N/A,21,N/A,18,20,25,11,13,28,22,31,44,22,25,17,25,29,17,20,21,N/A,20,N/A,N/A,37,34,22,N/A,21,14,18,N/A,21,38,21,20,12,18,13,N/A
6/7/2017,N/A,19,N/A,10,30,22,19,41,38,23,23,N/A,27,N/A,19,14,19,N/A,21,N/A,N/A,44,53,14,23,25,19,22,41,15,15,25,20,23,50,19,12,14,18,23,32,16,16,N/A,24,26,37,41,20,13,N/A,16,12,16,N/A,15,29,34,19,12,16,12,25
6/8/2017,N/A,19,N/A,9,24,20,20,57,39,24,24,N/A,25,N/A,18,19,20,N/A,19,N/A,N/A,46,39,19,29,23,16,20,46,17,17,26,15,15,35,14,18,17,21,29,33,17,22,N/A,16,30,27,42,16,10,N/A,11,11,13,N/A,18,N/A,30,18,21,13,13,26
6/9/2017,19,26,N/A,15,33,25,24,59,N/A,32,26,N/A,34,N/A,20,N/A,25,N/A,32,N/A,N/A,45,54,22,28,30,27,38,66,26,31,34,29,12,35,12,17,17,20,28,36,18,N/A,N/A,32,31,32,53,18,11,N/A,11,18,11,N/A,12,N/A,35,16,17,23,17,40
6/10/2017,26,33,28,14,41,29,32,60,N/A,36,36,N/A,43,N/A,22,N/A,34,N/A,43,N/A,N/A,53,58,29,39,N/A,35,47,79,38,36,42,39,14,31,16,17,16,23,36,59,42,23,N/A,38,28,42,N/A,16,12,N/A,14,13,11,N/A,16,N/A,42,13,10,31,31,38
